DateScraped,CitationNumber,Type,OriginalAmount,Balance,DueDate,EndDate,OblTime,OblTimeUnit,EndReason,LastPaidAmount,LastPaymentDate,Remarks
2023-07-05,2A0365587,PTLY,$52.00,$0.00,07/31/2022,12/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-05,2A0084843,JISF,$47.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,47.0,11/23/2022,NA
2023-07-05,2A0084843,ATPA,$10.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,10.0,11/23/2022,NA
2023-07-05,2A0084843,LASS,$20.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,20.0,11/23/2022,NA
2023-07-05,2A0084843,FINE,$52.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,52.0,11/23/2022,NA
2023-07-05,2A0084843,TCSS,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-05,2A0084843,TBIA,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-05,2A0084843,PTLY,$52.00,$0.00,10/19/2022,11/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-06,2300538791,PRKD,$25.00,$25.00,05/24/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-06,2300538791,PRKB,$139.00,$139.00,05/23/2023,NA,NA,NA,NA,0.0,NA,NA
2023-07-06,73237039,PRKB,$47.00,$0.00,06/05/2022,06/29/2023,NA,NA,PAID,47.0,06/29/2023,NA
2023-07-06,73237039,PRKD,$25.00,$0.00,06/06/2022,06/29/2023,NA,NA,PAID,25.0,06/29/2023,NA
2023-07-06,2300665354,PRKB,$237.00,$0.00,06/14/2023,06/04/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CNCLD/LTR SENT TO DEF/RXJ 060423
2023-07-06,2300585594,PRKB,$139.00,$0.00,05/31/2023,06/05/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-06,2300585594,PRKD,$25.00,$0.00,06/01/2023,06/05/2023,NA,NA,CANC,NA,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-06,2A0530631,TCSS,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-06,2A0530631,TBIA,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-06,2A0530631,PTLY,$41.00,$0.00,11/01/2022,04/27/2023,NA,NA,CORR,NA,NA,NA
2023-07-06,2A0530631,JISF,$47.00,$47.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-06,2A0530631,ATPA,$10.00,$10.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-06,2A0530631,LASS,$20.00,$20.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-06,2A0530631,FINE,$144.00,$144.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-06,2100935015,PRKB,$139.00,$0.00,07/17/2021,07/19/2021,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 7.19.21
2023-07-06,2200192913,PRKB,$237.00,$0.00,02/27/2022,02/18/2022,NA,NA,CANC,0.0,NA,DNR IS REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 2.18.22
2023-07-06,2A0365587,JISF,$47.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,47.0,12/16/2022,NA
2023-07-06,2A0365587,ATPA,$10.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,10.0,12/16/2022,NA
2023-07-06,2A0365587,LASS,$20.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,20.0,12/16/2022,NA
2023-07-06,2A0365587,FINE,$52.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,52.0,12/16/2022,NA
2023-07-06,2A0365587,TCSS,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-06,2A0365587,TBIA,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-06,2A0365587,PTLY,$52.00,$0.00,07/31/2022,12/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-06,2A0084843,JISF,$47.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,47.0,11/23/2022,NA
2023-07-06,2A0084843,ATPA,$10.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,10.0,11/23/2022,NA
2023-07-06,2A0084843,LASS,$20.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,20.0,11/23/2022,NA
2023-07-06,2A0084843,FINE,$52.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,52.0,11/23/2022,NA
2023-07-06,2A0084843,TCSS,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-06,2A0084843,TBIA,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-06,2A0084843,PTLY,$52.00,$0.00,10/19/2022,11/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-06,9Z0828346,JISF,$47.00,$47.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-06,9Z0828346,ATPA,$10.00,$10.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-06,9Z0828346,LASS,$20.00,$20.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-06,9Z0828346,PTLY,$52.00,$52.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-06,9Z0828346,TCSS,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-06,9Z0828346,TBIA,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-06,9Z0828346,DFLT,$52.00,$52.00,08/25/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-07,2300538791,PRKD,$25.00,$25.00,05/24/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-07,2300538791,PRKB,$139.00,$139.00,05/23/2023,NA,NA,NA,NA,0.0,NA,NA
2023-07-07,73237039,PRKB,$47.00,$0.00,06/05/2022,06/29/2023,NA,NA,PAID,47.0,06/29/2023,NA
2023-07-07,73237039,PRKD,$25.00,$0.00,06/06/2022,06/29/2023,NA,NA,PAID,25.0,06/29/2023,NA
2023-07-07,2300665354,PRKB,$237.00,$0.00,06/14/2023,06/04/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CNCLD/LTR SENT TO DEF/RXJ 060423
2023-07-07,2300585594,PRKB,$139.00,$0.00,05/31/2023,06/05/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-07,2300585594,PRKD,$25.00,$0.00,06/01/2023,06/05/2023,NA,NA,CANC,NA,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-07,9Z0828346,JISF,$47.00,$47.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-07,9Z0828346,ATPA,$10.00,$10.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-07,9Z0828346,LASS,$20.00,$20.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-07,9Z0828346,PTLY,$52.00,$52.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-07,9Z0828346,TCSS,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-07,9Z0828346,TBIA,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-07,9Z0828346,DFLT,$52.00,$52.00,08/25/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-07,2A0530631,TCSS,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-07,2A0530631,TBIA,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-07,2A0530631,PTLY,$41.00,$0.00,11/01/2022,04/27/2023,NA,NA,CORR,NA,NA,NA
2023-07-07,2A0530631,JISF,$47.00,$47.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-07,2A0530631,ATPA,$10.00,$10.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-07,2A0530631,LASS,$20.00,$20.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-07,2A0530631,FINE,$144.00,$144.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-07,2100935015,PRKB,$139.00,$0.00,07/17/2021,07/19/2021,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 7.19.21
2023-07-07,2200192913,PRKB,$237.00,$0.00,02/27/2022,02/18/2022,NA,NA,CANC,0.0,NA,DNR IS REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 2.18.22
2023-07-07,2A0365587,JISF,$47.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,47.0,12/16/2022,NA
2023-07-07,2A0365587,ATPA,$10.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,10.0,12/16/2022,NA
2023-07-07,2A0365587,LASS,$20.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,20.0,12/16/2022,NA
2023-07-07,2A0365587,FINE,$52.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,52.0,12/16/2022,NA
2023-07-07,2A0365587,TCSS,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-07,2A0365587,TBIA,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-07,2A0365587,PTLY,$52.00,$0.00,07/31/2022,12/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-07,2A0084843,JISF,$47.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,47.0,11/23/2022,NA
2023-07-07,2A0084843,ATPA,$10.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,10.0,11/23/2022,NA
2023-07-07,2A0084843,LASS,$20.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,20.0,11/23/2022,NA
2023-07-07,2A0084843,FINE,$52.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,52.0,11/23/2022,NA
2023-07-07,2A0084843,TCSS,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-07,2A0084843,TBIA,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-07,2A0084843,PTLY,$52.00,$0.00,10/19/2022,11/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-08,2300538791,PRKD,$25.00,$25.00,05/24/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-08,2300538791,PRKB,$139.00,$139.00,05/23/2023,NA,NA,NA,NA,0.0,NA,NA
2023-07-08,73237039,PRKB,$47.00,$0.00,06/05/2022,06/29/2023,NA,NA,PAID,47.0,06/29/2023,NA
2023-07-08,73237039,PRKD,$25.00,$0.00,06/06/2022,06/29/2023,NA,NA,PAID,25.0,06/29/2023,NA
2023-07-08,2300665354,PRKB,$237.00,$0.00,06/14/2023,06/04/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CNCLD/LTR SENT TO DEF/RXJ 060423
2023-07-08,2300585594,PRKB,$139.00,$0.00,05/31/2023,06/05/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-08,2300585594,PRKD,$25.00,$0.00,06/01/2023,06/05/2023,NA,NA,CANC,NA,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-08,9Z0828346,JISF,$47.00,$47.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-08,9Z0828346,ATPA,$10.00,$10.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-08,9Z0828346,LASS,$20.00,$20.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-08,9Z0828346,PTLY,$52.00,$52.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-08,9Z0828346,TCSS,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-08,9Z0828346,TBIA,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-08,9Z0828346,DFLT,$52.00,$52.00,08/25/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-08,2100935015,PRKB,$139.00,$0.00,07/17/2021,07/19/2021,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 7.19.21
2023-07-08,2200192913,PRKB,$237.00,$0.00,02/27/2022,02/18/2022,NA,NA,CANC,0.0,NA,DNR IS REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 2.18.22
2023-07-08,2A0365587,JISF,$47.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,47.0,12/16/2022,NA
2023-07-08,2A0365587,ATPA,$10.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,10.0,12/16/2022,NA
2023-07-08,2A0365587,LASS,$20.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,20.0,12/16/2022,NA
2023-07-08,2A0365587,FINE,$52.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,52.0,12/16/2022,NA
2023-07-08,2A0365587,TCSS,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-08,2A0365587,TBIA,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-08,2A0365587,PTLY,$52.00,$0.00,07/31/2022,12/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-08,2A0084843,JISF,$47.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,47.0,11/23/2022,NA
2023-07-08,2A0084843,ATPA,$10.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,10.0,11/23/2022,NA
2023-07-08,2A0084843,LASS,$20.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,20.0,11/23/2022,NA
2023-07-08,2A0084843,FINE,$52.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,52.0,11/23/2022,NA
2023-07-08,2A0084843,TCSS,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-08,2A0084843,TBIA,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-08,2A0084843,PTLY,$52.00,$0.00,10/19/2022,11/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-08,2A0530631,TCSS,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-08,2A0530631,TBIA,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-08,2A0530631,PTLY,$41.00,$0.00,11/01/2022,04/27/2023,NA,NA,CORR,NA,NA,NA
2023-07-08,2A0530631,JISF,$47.00,$47.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-08,2A0530631,ATPA,$10.00,$10.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-08,2A0530631,LASS,$20.00,$20.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-08,2A0530631,FINE,$144.00,$144.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-09,2300538791,PRKD,$25.00,$25.00,05/24/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-09,2300538791,PRKB,$139.00,$139.00,05/23/2023,NA,NA,NA,NA,0.0,NA,NA
2023-07-09,73237039,PRKB,$47.00,$0.00,06/05/2022,06/29/2023,NA,NA,PAID,47.0,06/29/2023,NA
2023-07-09,73237039,PRKD,$25.00,$0.00,06/06/2022,06/29/2023,NA,NA,PAID,25.0,06/29/2023,NA
2023-07-09,2300665354,PRKB,$237.00,$0.00,06/14/2023,06/04/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CNCLD/LTR SENT TO DEF/RXJ 060423
2023-07-09,2300585594,PRKB,$139.00,$0.00,05/31/2023,06/05/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-09,2300585594,PRKD,$25.00,$0.00,06/01/2023,06/05/2023,NA,NA,CANC,NA,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-09,9Z0828346,JISF,$47.00,$47.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-09,9Z0828346,ATPA,$10.00,$10.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-09,9Z0828346,LASS,$20.00,$20.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-09,9Z0828346,PTLY,$52.00,$52.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-09,9Z0828346,TCSS,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-09,9Z0828346,TBIA,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-09,9Z0828346,DFLT,$52.00,$52.00,08/25/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-09,2A0530631,TCSS,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-09,2A0530631,TBIA,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-09,2A0530631,PTLY,$41.00,$0.00,11/01/2022,04/27/2023,NA,NA,CORR,NA,NA,NA
2023-07-09,2A0530631,JISF,$47.00,$47.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-09,2A0530631,ATPA,$10.00,$10.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-09,2A0530631,LASS,$20.00,$20.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-09,2A0530631,FINE,$144.00,$144.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-09,2100935015,PRKB,$139.00,$0.00,07/17/2021,07/19/2021,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 7.19.21
2023-07-09,2200192913,PRKB,$237.00,$0.00,02/27/2022,02/18/2022,NA,NA,CANC,0.0,NA,DNR IS REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 2.18.22
2023-07-09,2A0365587,JISF,$47.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,47.0,12/16/2022,NA
2023-07-09,2A0365587,ATPA,$10.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,10.0,12/16/2022,NA
2023-07-09,2A0365587,LASS,$20.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,20.0,12/16/2022,NA
2023-07-09,2A0365587,FINE,$52.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,52.0,12/16/2022,NA
2023-07-09,2A0365587,TCSS,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-09,2A0365587,TBIA,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-09,2A0365587,PTLY,$52.00,$0.00,07/31/2022,12/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-09,2A0084843,JISF,$47.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,47.0,11/23/2022,NA
2023-07-09,2A0084843,ATPA,$10.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,10.0,11/23/2022,NA
2023-07-09,2A0084843,LASS,$20.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,20.0,11/23/2022,NA
2023-07-09,2A0084843,FINE,$52.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,52.0,11/23/2022,NA
2023-07-09,2A0084843,TCSS,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-09,2A0084843,TBIA,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-09,2A0084843,PTLY,$52.00,$0.00,10/19/2022,11/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-10,2300538791,PRKD,$25.00,$25.00,05/24/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-10,2300538791,PRKB,$139.00,$139.00,05/23/2023,NA,NA,NA,NA,0.0,NA,NA
2023-07-10,73237039,PRKB,$47.00,$0.00,06/05/2022,06/29/2023,NA,NA,PAID,47.0,06/29/2023,NA
2023-07-10,73237039,PRKD,$25.00,$0.00,06/06/2022,06/29/2023,NA,NA,PAID,25.0,06/29/2023,NA
2023-07-10,2300665354,PRKB,$237.00,$0.00,06/14/2023,06/04/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CNCLD/LTR SENT TO DEF/RXJ 060423
2023-07-10,2300585594,PRKB,$139.00,$0.00,05/31/2023,06/05/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-10,2300585594,PRKD,$25.00,$0.00,06/01/2023,06/05/2023,NA,NA,CANC,NA,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-10,9Z0828346,JISF,$47.00,$47.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-10,9Z0828346,ATPA,$10.00,$10.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-10,9Z0828346,LASS,$20.00,$20.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-10,9Z0828346,PTLY,$52.00,$52.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-10,9Z0828346,TCSS,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-10,9Z0828346,TBIA,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-10,9Z0828346,DFLT,$52.00,$52.00,08/25/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-10,2A0530631,TCSS,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-10,2A0530631,TBIA,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-10,2A0530631,PTLY,$41.00,$0.00,11/01/2022,04/27/2023,NA,NA,CORR,NA,NA,NA
2023-07-10,2A0530631,JISF,$47.00,$47.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-10,2A0530631,ATPA,$10.00,$10.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-10,2A0530631,LASS,$20.00,$20.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-10,2A0530631,FINE,$144.00,$144.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-10,2200192913,PRKB,$237.00,$0.00,02/27/2022,02/18/2022,NA,NA,CANC,0.0,NA,DNR IS REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 2.18.22
2023-07-10,2A0365587,JISF,$47.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,47.0,12/16/2022,NA
2023-07-10,2A0365587,ATPA,$10.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,10.0,12/16/2022,NA
2023-07-10,2A0365587,LASS,$20.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,20.0,12/16/2022,NA
2023-07-10,2A0365587,FINE,$52.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,52.0,12/16/2022,NA
2023-07-10,2A0365587,TCSS,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-10,2A0365587,TBIA,$5.00,$0.00,01/15/2023,12/16/2022,NA,NA,PAID,5.0,12/16/2022,NA
2023-07-10,2A0365587,PTLY,$52.00,$0.00,07/31/2022,12/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-10,2A0084843,JISF,$47.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,47.0,11/23/2022,NA
2023-07-10,2A0084843,ATPA,$10.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,10.0,11/23/2022,NA
2023-07-10,2A0084843,LASS,$20.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,20.0,11/23/2022,NA
2023-07-10,2A0084843,FINE,$52.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,52.0,11/23/2022,NA
2023-07-10,2A0084843,TCSS,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-10,2A0084843,TBIA,$5.00,$0.00,12/15/2022,11/23/2022,NA,NA,PAID,5.0,11/23/2022,NA
2023-07-10,2A0084843,PTLY,$52.00,$0.00,10/19/2022,11/15/2022,NA,NA,APPR,NA,NA,NA
2023-07-11,2300538791,PRKD,$25.00,$25.00,05/24/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-11,2300538791,PRKB,$139.00,$139.00,05/23/2023,NA,NA,NA,NA,0.0,NA,NA
2023-07-11,73237039,PRKB,$47.00,$0.00,06/05/2022,06/29/2023,NA,NA,PAID,47.0,06/29/2023,NA
2023-07-11,73237039,PRKD,$25.00,$0.00,06/06/2022,06/29/2023,NA,NA,PAID,25.0,06/29/2023,NA
2023-07-11,2300665354,PRKB,$237.00,$0.00,06/14/2023,06/04/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CNCLD/LTR SENT TO DEF/RXJ 060423
2023-07-11,2300585594,PRKB,$139.00,$0.00,05/31/2023,06/05/2023,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-11,2300585594,PRKD,$25.00,$0.00,06/01/2023,06/05/2023,NA,NA,CANC,NA,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/RXJ 060523
2023-07-11,9Z0828346,JISF,$47.00,$47.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-11,9Z0828346,ATPA,$10.00,$10.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-11,9Z0828346,LASS,$20.00,$20.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-11,9Z0828346,PTLY,$52.00,$52.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-11,9Z0828346,TCSS,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-11,9Z0828346,TBIA,$5.00,$5.00,08/24/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-11,9Z0828346,DFLT,$52.00,$52.00,08/25/2020,NA,NA,NA,NA,NA,NA,NA
2023-07-11,2A0530631,TCSS,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-11,2A0530631,TBIA,$5.00,$5.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-11,2A0530631,PTLY,$41.00,$0.00,11/01/2022,04/27/2023,NA,NA,CORR,NA,NA,NA
2023-07-11,2A0530631,JISF,$47.00,$47.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-11,2A0530631,ATPA,$10.00,$10.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-11,2A0530631,LASS,$20.00,$20.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-11,2A0530631,FINE,$144.00,$144.00,05/27/2023,NA,NA,NA,NA,NA,NA,NA
2023-07-11,2100935015,PRKB,$139.00,$0.00,07/17/2021,07/19/2021,NA,NA,CANC,0.0,NA,DNR REC/TICKET CANCELLED/LTR SENT TO DEF/SKG 7.19.21
